camera 10 5 5 0 0 0 0 1 0 
screen 90 2 5 20
model  0 2 0 3.5 3.5 2.5
path  184
1.1600000000000001 1.08 0.42999999999999994
1.21 1.32 0.33
1.18 1.4000000000000001 0.25
1.08 1.46 0.4
0.94 1.47 0.32
0.94 1.44 0.1
1.02 1.21 -0.09
0.65 1.0 -0.15
0.6 1.11 -0.33
0.6 1.22 -0.39
0.4 1.23 -0.55
0.45999999999999996 1.3900000000000001 -0.54
0.29000000000000004 1.54 -0.6
0.21999999999999997 1.81 -0.62
0.36 1.88 -0.49
0.34 2.04 -0.43999999999999995
0.12 1.9900000000000002 -0.44999999999999996
0.36 1.88 -0.49
0.5 2.02 -0.38
0.34 2.04 -0.43999999999999995
0.31 2.12 -0.38
0.1 2.29 -0.4
0.18 2.41 -0.28
0.5 2.2800000000000002 -0.21999999999999997
0.74 2.04 -0.2
0.5 2.02 -0.38
0.5 2.2800000000000002 -0.21999999999999997
0.1 2.29 -0.4
-0.05 2.2600000000000002 -0.39
0.18 2.41 -0.28
0.42999999999999994 2.44 -0.1
0.65 2.36 0.09
0.66 2.22 -0.13
0.74 2.04 -0.2
0.8300000000000001 2.07 0.06
0.66 2.22 -0.13
0.5 2.2800000000000002 -0.21999999999999997
0.42999999999999994 2.44 -0.1
0.37 2.55 0.05
0.65 2.36 0.09
0.79 2.16 0.26
0.8300000000000001 2.07 0.06
0.65 2.36 0.09
0.43999999999999995 2.52 0.41000000000000003
0.24 2.56 0.54
-0.14 2.58 0.52
-0.54 2.51 0.33
-0.56 2.5 0.08
-0.29000000000000004 2.49 -0.12
-0.6 2.44 -0.12
-0.71 2.3000000000000003 -0.31
-0.29000000000000004 2.49 -0.12
-0.13 2.5300000000000002 -0.15
-0.18 2.58 0.02
-0.29000000000000004 2.49 -0.12
-0.42000000000000004 2.3000000000000003 -0.33
-0.47 2.13 -0.44999999999999996
-0.21000000000000002 2.0 -0.49
-0.47 1.9300000000000002 -0.5
-0.59 1.8599999999999999 -0.5
-0.47 1.85 -0.6900000000000001
-0.21000000000000002 2.0 -0.49
-0.13 2.21 -0.43999999999999995
0.12 1.9900000000000002 -0.44999999999999996
-0.21000000000000002 2.0 -0.49
-0.31 2.14 -0.43999999999999995
-0.13 2.21 -0.43999999999999995
-0.05 2.2600000000000002 -0.39
0.12 1.9900000000000002 -0.44999999999999996
0.03 1.9100000000000001 -0.64
0.36 1.88 -0.49
0.51 1.7399999999999998 -0.47
0.5 2.02 -0.38
0.73 1.75 -0.34
0.64 1.53 -0.39
0.8300000000000001 1.57 -0.14
0.8999999999999999 1.7599999999999998 0.0
0.94 1.47 0.32
1.12 1.46 0.19
1.08 1.46 0.4
1.03 1.37 0.53
0.96 1.2 0.63
0.8599999999999999 0.99 0.66
1.08 1.12 0.55
1.1600000000000001 1.08 0.42999999999999994
1.23 1.23 0.21999999999999997
1.1500000000000001 1.01 0.2
0.8999999999999999 0.8300000000000001 0.09
1.02 0.8899999999999999 0.36
1.0 0.94 0.48
0.8599999999999999 0.99 0.66
0.63 0.79 0.53
0.53 0.8 0.62
0.36 0.74 0.8699999999999999
0.5700000000000001 0.97 0.73
0.34 0.96 0.8699999999999999
0.41000000000000003 1.12 0.96
0.28 1.11 1.01
0.39 1.3 0.98
0.29000000000000004 1.55 1.09
0.16 1.56 1.12
-0.04 1.37 1.1300000000000001
-0.07 1.49 1.18
-0.35000000000000003 1.6 1.1400000000000001
path  102
-1.41 2.82 0.9199999999999999
-1.29 3.03 0.74
-1.58 2.79 0.95
-1.59 2.94 0.8300000000000001
-1.7000000000000002 3.03 0.6
-1.54 3.08 0.5700000000000001
-1.6900000000000002 3.09 0.36
-1.7799999999999998 3.0 0.52
-1.83 2.9899999999999998 0.29000000000000004
-1.6900000000000002 2.8899999999999997 0.1
-1.7000000000000002 3.01 0.12
-1.54 2.9499999999999997 -0.1
-1.53 3.07 -0.16
-1.5 3.07 -0.38
-1.4000000000000001 3.24 -0.98
-1.43 3.4399999999999995 -1.01
-1.57 3.55 -1.0
-1.43 3.63 -1.09
-1.28 3.5999999999999996 -1.18
-1.25 3.35 -0.95
-1.3 3.43 -0.9299999999999999
-1.28 3.5999999999999996 -1.18
-1.21 3.39 -1.23
-1.25 3.35 -0.95
-1.23 3.17 -0.5
-1.26 2.86 -0.12
-1.06 2.8000000000000003 -0.01
-1.02 2.88 0.01
-0.37 3.3200000000000003 -0.37
-0.17 3.4799999999999995 -0.5700000000000001
-0.22999999999999998 3.3000000000000003 -0.28
-0.2 3.33 -0.42999999999999994
-0.37 3.3200000000000003 -0.37
-0.21000000000000002 3.57 -0.6
-0.17 3.4799999999999995 -0.5700000000000001
-0.2 3.33 -0.42999999999999994
-0.5 3.15 -0.21000000000000002
-0.37 3.3200000000000003 -0.37
-0.76 3.2 -0.26
-1.1 3.01 -0.04
-1.06 2.8000000000000003 -0.01
-0.99 2.8699999999999997 0.19
-0.97 2.7300000000000004 0.31
-1.08 2.79 0.5700000000000001
-0.8899999999999999 2.49 0.45999999999999996
-0.96 2.38 0.61
-1.02 2.19 0.77
-0.8799999999999999 2.12 0.81
-0.8 1.98 0.8400000000000001
-0.59 2.02 0.8599999999999999
-0.71 2.25 0.7000000000000001
-0.55 2.3899999999999997 0.59
-0.54 2.51 0.33
-0.8799999999999999 2.59 0.2
-0.8599999999999999 2.56 0.34
-0.8899999999999999 2.49 0.45999999999999996
-0.75 2.5 0.49
-0.54 2.51 0.33
-0.8599999999999999 2.56 0.34
-1.08 2.79 0.5700000000000001
-1.24 2.75 0.72
-1.37 2.6500000000000004 0.96
-1.23 2.4699999999999998 0.8699999999999999
-1.1400000000000001 2.51 0.81
-1.08 2.79 0.5700000000000001
-0.99 2.59 0.62
-0.8899999999999999 2.49 0.45999999999999996
-0.73 2.3899999999999997 0.6
-0.96 2.38 0.61
-1.1 2.2800000000000002 0.71
-1.1400000000000001 2.51 0.81
-0.96 2.38 0.61
-0.8799999999999999 2.12 0.81
-0.73 2.3899999999999997 0.6
-0.71 2.25 0.7000000000000001
-0.55 2.18 0.78
-0.32 2.4299999999999997 0.68
-0.55 2.3899999999999997 0.59
-0.55 2.18 0.78
-0.59 2.02 0.8599999999999999
-0.51 1.8900000000000001 0.8999999999999999
-0.35000000000000003 1.8900000000000001 1.07
-0.19 1.83 1.1300000000000001
-0.02 1.94 1.07
0.15 1.9700000000000002 0.98
0.26 1.7999999999999998 1.07
0.06 1.73 1.1400000000000001
-0.02 1.94 1.07
-0.35000000000000003 1.8900000000000001 1.07
-0.25 2.0300000000000002 0.8799999999999999
-0.06 2.17 0.8799999999999999
-0.16 2.42 0.74
-0.32 2.4299999999999997 0.68
-0.54 2.51 0.33
-0.25 2.59 0.28
0.04 2.64 0.32
0.24 2.56 0.54
0.21000000000000002 2.62 0.32
0.10999999999999999 2.6100000000000003 0.01
0.18 2.41 -0.28
-0.13 2.45 -0.22999999999999998
-0.29000000000000004 2.49 -0.12
path  94
-1.41 2.82 0.9199999999999999
-1.58 2.79 0.95
-1.54 2.62 1.07
-1.6 2.5 1.04
-1.59 2.23 0.9299999999999999
-1.7399999999999998 2.2600000000000002 0.8899999999999999
-1.8199999999999998 2.2600000000000002 0.75
-1.6700000000000002 2.22 0.5800000000000001
-1.6900000000000002 2.12 0.5
-1.7399999999999998 2.17 0.3
-1.7100000000000002 2.19 0.13
-1.6500000000000001 2.06 -0.09
-1.52 1.8900000000000001 -0.27
-1.47 1.6700000000000002 -0.32
-1.32 1.51 -0.33
-1.1700000000000002 1.44 -0.33
-1.08 1.3 -0.19
-1.07 1.04 -0.13
-0.9299999999999999 0.8500000000000001 -0.24
-0.8899999999999999 0.81 -0.42999999999999994
-0.77 0.9199999999999999 -0.44999999999999996
-0.6900000000000001 0.8500000000000001 -0.6
-0.8899999999999999 0.81 -0.42999999999999994
-0.8799999999999999 0.7000000000000001 -0.53
-0.78 0.67 -0.6
-0.61 0.68 -0.43999999999999995
-0.59 0.77 -0.36
-0.51 0.76 0.26
-0.67 0.67 0.18
-0.98 0.67 0.09
-1.31 0.67 -0.15
-0.9299999999999999 0.8500000000000001 -0.24
-1.1400000000000001 0.9199999999999999 -0.1
-1.18 0.97 0.07
-1.37 0.8699999999999999 0.03
-1.1400000000000001 0.9199999999999999 -0.1
-1.07 1.04 -0.13
-1.18 0.97 0.07
-1.1400000000000001 0.97 0.18
-1.18 0.8 0.4
-1.28 0.8500000000000001 0.56
-1.06 0.8799999999999999 0.38
-1.18 0.8 0.4
-1.24 0.6900000000000001 0.39
-1.35 0.8799999999999999 0.16
-1.18 0.8 0.4
-1.33 0.7000000000000001 0.5800000000000001
-1.29 0.71 0.8400000000000001
-1.1700000000000002 0.8899999999999999 0.8899999999999999
-0.95 0.8699999999999999 0.8799999999999999
-0.77 0.8599999999999999 0.8300000000000001
-0.68 0.8400000000000001 0.99
-0.79 0.7000000000000001 0.8500000000000001
-1.2 0.6900000000000001 0.8999999999999999
-1.1700000000000002 0.8899999999999999 0.8899999999999999
-1.27 0.9099999999999999 0.71
-1.28 0.8500000000000001 0.56
-1.34 0.73 0.71
-1.29 0.71 0.8400000000000001
-1.2 0.6900000000000001 0.8999999999999999
-1.33 0.7000000000000001 0.5800000000000001
-0.79 0.7000000000000001 0.8500000000000001
-0.73 0.6900000000000001 0.63
-0.8999999999999999 0.71 0.18
-1.1 0.67 0.3
-0.79 0.7000000000000001 0.8500000000000001
-0.77 0.8599999999999999 0.8300000000000001
-1.07 0.75 0.95
-1.1700000000000002 0.8899999999999999 0.8899999999999999
-0.99 1.01 0.71
-1.02 1.1 0.64
-1.05 1.1400000000000001 0.41000000000000003
-1.0 1.1 0.31
-1.3900000000000001 1.22 0.24
-1.1400000000000001 1.1500000000000001 0.14
-1.0 0.97 0.34
-1.06 1.0 0.59
-1.1700000000000002 0.8899999999999999 0.8899999999999999
-0.96 0.96 0.8
-0.77 0.8599999999999999 0.8300000000000001
-0.66 1.01 0.77
-0.56 1.08 0.72
-0.53 0.96 0.99
-0.31 0.97 0.97
-0.34 1.25 1.05
-0.42999999999999994 1.02 0.8999999999999999
-0.56 1.08 0.72
-0.73 1.08 0.77
-0.8599999999999999 1.34 0.8300000000000001
-0.95 1.48 0.8400000000000001
-0.76 1.6500000000000001 0.8699999999999999
-0.8599999999999999 1.34 0.8300000000000001
-0.8599999999999999 1.02 0.78
-0.77 0.8599999999999999 0.8300000000000001
path  21
-1.41 2.82 0.9199999999999999
-1.54 2.62 1.07
-1.37 2.6500000000000004 0.96
-1.36 2.4699999999999998 1.06
-1.23 2.4699999999999998 0.8699999999999999
-1.31 2.37 1.01
-1.43 2.37 1.06
-1.3900000000000001 2.25 0.97
-1.59 2.23 0.9299999999999999
-1.6900000000000002 2.5300000000000002 1.0
-1.6 2.5 1.04
-1.43 2.37 1.06
-1.51 2.31 1.03
-1.59 2.23 0.9299999999999999
-1.7399999999999998 2.3899999999999997 0.96
-1.7399999999999998 2.2600000000000002 0.8899999999999999
-1.54 2.16 0.72
-1.8199999999999998 2.2600000000000002 0.75
-1.8199999999999998 2.33 0.55
-1.87 2.42 0.8200000000000001
-1.8199999999999998 2.2600000000000002 0.75
path  19
-0.8400000000000001 1.73 0.8500000000000001
-0.95 1.48 0.8400000000000001
-1.01 1.51 0.8599999999999999
-0.95 1.73 0.8999999999999999
-1.11 2.02 0.8500000000000001
-1.1500000000000001 1.85 0.8999999999999999
-1.31 1.7199999999999998 0.8999999999999999
-1.52 1.79 0.79
-1.6500000000000001 1.9500000000000002 0.64
-1.6900000000000002 2.12 0.5
-1.79 2.02 0.31
-1.7799999999999998 1.7599999999999998 0.14
-1.7599999999999998 1.94 0.1
-1.7100000000000002 2.19 0.13
-1.79 2.02 0.31
-1.7399999999999998 2.17 0.3
-1.6700000000000002 2.22 0.5800000000000001
-1.54 2.16 0.72
-1.59 2.23 0.9299999999999999
path  5
-0.8400000000000001 1.73 0.8500000000000001
-0.95 1.73 0.8999999999999999
-0.95 1.48 0.8400000000000001
-1.03 1.25 0.65
-1.01 1.51 0.8599999999999999
path  32
0.28 1.11 1.01
0.34 0.96 0.8699999999999999
0.36 0.74 0.8699999999999999
-0.22999999999999998 0.71 0.99
-0.05 0.8999999999999999 0.94
0.14 0.8599999999999999 0.9099999999999999
0.14 1.01 1.04
0.0 1.1500000000000001 1.09
0.18 1.18 1.05
0.28 1.11 1.01
0.14 1.01 1.04
0.34 0.96 0.8699999999999999
0.14 0.8599999999999999 0.9099999999999999
-0.22999999999999998 0.71 0.99
-0.45999999999999996 0.74 1.08
-0.47 0.8799999999999999 1.08
-0.53 0.96 0.99
-0.68 0.8400000000000001 0.99
-0.47 0.8799999999999999 1.08
-0.31 0.97 0.97
-0.05 0.8999999999999999 0.94
-0.47 0.8799999999999999 1.08
-0.5700000000000001 0.71 1.06
-0.68 0.8400000000000001 0.99
-0.66 1.01 0.77
-0.53 0.96 0.99
-0.42999999999999994 1.02 0.8999999999999999
-0.31 0.97 0.97
-0.18 1.21 1.11
0.0 1.1500000000000001 1.09
-0.03 1.05 1.09
-0.31 0.97 0.97
path  30
-1.08 1.9700000000000002 -0.43999999999999995
-1.21 1.96 -0.37
-1.31 2.0300000000000002 -0.33
-1.27 1.7100000000000002 -0.39
-1.21 1.96 -0.37
-1.05 2.2 -0.37
-1.0 2.4299999999999997 -0.25
-1.01 2.5700000000000003 -0.08
-1.06 2.8000000000000003 -0.01
-1.19 2.9099999999999997 -0.05
-1.1 3.01 -0.04
-0.79 3.35 -0.24
-0.8200000000000001 3.4399999999999995 -0.15
-1.1700000000000002 3.16 0.09
-0.94 3.3400000000000003 0.05
-0.55 3.63 -0.18
-1.1700000000000002 3.16 0.09
-1.19 3.12 0.17
-0.94 3.3400000000000003 0.05
-0.79 3.33 0.06
-0.32 3.66 -0.39
-0.29000000000000004 3.4399999999999995 -0.36
-0.22999999999999998 3.3000000000000003 -0.28
-0.53 3.19 -0.0
-0.9199999999999999 3.08 0.17
-1.01 2.9899999999999998 0.26
-1.11 3.07 0.5800000000000001
-1.29 3.03 0.74
-1.31 3.13 0.51
-1.54 3.08 0.5700000000000001
path  28
-1.08 1.9700000000000002 -0.43999999999999995
-1.09 1.6400000000000001 -0.42999999999999994
-1.27 1.7100000000000002 -0.39
-1.1700000000000002 1.44 -0.33
-0.97 1.41 -0.3
-1.09 1.6400000000000001 -0.42999999999999994
-1.1700000000000002 1.44 -0.33
-1.31 1.26 -0.06
-1.3900000000000001 1.22 0.24
-1.32 1.28 0.55
-1.05 1.1400000000000001 0.41000000000000003
-1.3900000000000001 1.22 0.24
-1.47 1.3 0.35000000000000003
-1.52 1.36 0.1
-1.3900000000000001 1.22 0.24
-1.1400000000000001 1.18 0.01
-1.1400000000000001 1.1500000000000001 0.14
-1.1400000000000001 0.97 0.18
-1.06 0.8799999999999999 0.38
-1.0 0.97 0.34
-1.1400000000000001 0.97 0.18
-1.1400000000000001 1.18 0.01
-1.18 0.97 0.07
-1.35 0.8799999999999999 0.16
-1.37 0.8699999999999999 0.03
-1.46 0.73 0.15
-1.35 0.8799999999999999 0.16
-1.1400000000000001 0.97 0.18
path  72
-1.08 1.9700000000000002 -0.43999999999999995
-0.75 2.17 -0.4
-0.71 2.3000000000000003 -0.31
-0.42000000000000004 2.3000000000000003 -0.33
-0.31 2.14 -0.43999999999999995
-0.05 2.2600000000000002 -0.39
-0.13 2.45 -0.22999999999999998
-0.13 2.5300000000000002 -0.15
0.10999999999999999 2.6100000000000003 0.01
-0.18 2.58 0.02
-0.56 2.5 0.08
-0.6 2.44 -0.12
-0.81 2.49 -0.2
-1.01 2.5700000000000003 -0.08
-1.19 2.4299999999999997 -0.18
-1.0 2.4299999999999997 -0.25
-0.81 2.49 -0.2
-0.71 2.3000000000000003 -0.31
-0.8599999999999999 2.29 -0.32
-0.75 2.17 -0.4
-1.05 2.2 -0.37
-1.31 2.0300000000000002 -0.33
-1.47 1.6700000000000002 -0.32
-1.48 1.46 -0.16
-1.59 1.5 -0.08
-1.6800000000000002 1.55 0.1
-1.7799999999999998 1.7599999999999998 0.14
-1.7199999999999998 1.6 0.31
-1.6800000000000002 1.55 0.1
-1.6600000000000001 1.6600000000000001 -0.09
-1.47 1.6700000000000002 -0.32
-1.27 1.7100000000000002 -0.39
-1.32 1.51 -0.33
-1.48 1.46 -0.16
-1.31 1.26 -0.06
-1.08 1.3 -0.19
-0.97 1.41 -0.3
-0.8300000000000001 0.99 -0.21000000000000002
-0.9299999999999999 0.8500000000000001 -0.24
-0.97 0.67 -0.26
-0.78 0.67 -0.6
-0.14 0.68 -0.45999999999999996
-0.26 0.72 -0.52
0.22999999999999998 0.73 -0.44999999999999996
0.25 0.94 -0.52
-0.2 0.94 -0.6
-0.08 1.07 -0.64
-0.28 1.26 -0.73
0.04 1.28 -0.68
0.4 1.23 -0.55
0.64 1.53 -0.39
0.6 1.22 -0.39
0.42999999999999994 1.09 -0.54
0.6 1.11 -0.33
0.76 1.22 -0.2
0.65 1.0 -0.15
0.81 1.2 -0.09
0.8999999999999999 1.54 -0.0
0.8999999999999999 1.7599999999999998 0.0
0.94 1.44 0.1
0.81 1.2 -0.09
0.8 1.3800000000000001 -0.21000000000000002
0.6 1.22 -0.39
0.76 1.22 -0.2
0.81 1.2 -0.09
1.02 1.21 -0.09
1.1400000000000001 1.3800000000000001 0.06
1.12 1.46 0.19
0.94 1.44 0.1
1.1400000000000001 1.3800000000000001 0.06
1.18 1.4000000000000001 0.25
1.12 1.46 0.19
path  41
-1.08 1.9700000000000002 -0.43999999999999995
-0.71 2.1 -0.42000000000000004
-0.59 1.8599999999999999 -0.5
-0.9099999999999999 1.85 -0.44999999999999996
-1.08 1.9700000000000002 -0.43999999999999995
-1.05 2.2 -0.37
-0.8599999999999999 2.29 -0.32
-1.0 2.4299999999999997 -0.25
-1.36 2.33 -0.18
-1.36 2.79 -0.16
-1.26 2.86 -0.12
-1.34 2.9299999999999997 -0.45999999999999996
-1.46 2.86 -0.15
-1.36 2.79 -0.16
-1.5 2.55 -0.17
-1.36 2.33 -0.18
-1.47 2.2800000000000002 -0.15
-1.6500000000000001 2.06 -0.09
-1.6900000000000002 1.8199999999999998 -0.09
-1.7799999999999998 1.7599999999999998 0.14
-1.7199999999999998 1.7000000000000002 0.45999999999999996
-1.7199999999999998 1.6 0.31
-1.54 1.44 0.55
-1.56 1.6800000000000002 0.74
-1.42 1.45 0.71
-1.21 1.46 0.81
-1.31 1.7199999999999998 0.8999999999999999
-1.42 1.45 0.71
-1.54 1.44 0.55
-1.7199999999999998 1.7000000000000002 0.45999999999999996
-1.6700000000000002 1.6300000000000001 0.5800000000000001
-1.52 1.79 0.79
-1.45 1.94 0.81
-1.6500000000000001 1.9500000000000002 0.64
-1.5 2.1 0.73
-1.6900000000000002 2.12 0.5
-1.54 2.16 0.72
-1.3900000000000001 2.25 0.97
-1.31 2.37 1.01
-1.36 2.4699999999999998 1.06
-1.43 2.37 1.06
path  3
-1.08 1.9700000000000002 -0.43999999999999995
-1.1300000000000001 1.7799999999999998 -0.43999999999999995
-1.21 1.96 -0.37
path  17
-1.08 2.79 0.5700000000000001
-0.99 2.8699999999999997 0.19
-1.01 2.9899999999999998 0.26
-0.9299999999999999 2.9099999999999997 0.12
-0.9199999999999999 3.08 0.17
-0.64 3.08 -0.03
-0.53 3.19 -0.0
-0.73 3.27 -0.03
-0.22999999999999998 3.3000000000000003 -0.28
-0.22999999999999998 3.6399999999999997 -0.54
-0.29000000000000004 3.4399999999999995 -0.36
-0.73 3.27 -0.03
-0.9199999999999999 3.08 0.17
-0.79 3.33 0.06
-1.01 2.9899999999999998 0.26
-1.09 3.11 0.24
-0.94 3.3400000000000003 0.05
path  3
-1.08 2.79 0.5700000000000001
-1.18 2.9899999999999998 0.71
-1.29 3.03 0.74
path  16
-1.08 2.79 0.5700000000000001
-1.11 3.07 0.5800000000000001
-0.99 2.8699999999999997 0.19
-0.9299999999999999 2.59 0.06
-1.01 2.5700000000000003 -0.08
-0.74 2.55 0.05
-0.56 2.5 0.08
-0.25 2.59 0.28
-0.14 2.58 0.52
-0.32 2.4299999999999997 0.68
-0.36 2.17 0.8400000000000001
-0.51 1.8900000000000001 0.8999999999999999
-0.5800000000000001 1.81 0.8899999999999999
-0.61 1.6 0.8300000000000001
-0.54 1.29 0.76
-0.56 1.08 0.72
path  2
1.1600000000000001 1.33 0.48
1.1600000000000001 1.08 0.42999999999999994
path  8
1.1600000000000001 1.33 0.48
1.08 1.46 0.4
0.8999999999999999 1.4000000000000001 0.47
0.94 1.47 0.32
0.8799999999999999 1.9100000000000001 0.42999999999999994
0.79 2.16 0.26
0.63 2.3499999999999996 0.47
0.65 2.36 0.09
path  6
1.1600000000000001 1.33 0.48
1.03 1.37 0.53
0.8999999999999999 1.4000000000000001 0.47
0.96 1.2 0.63
1.08 1.12 0.55
1.0 0.94 0.48
path  12
1.1600000000000001 1.33 0.48
1.21 1.32 0.33
1.23 1.23 0.21999999999999997
1.1400000000000001 1.3800000000000001 0.06
1.1700000000000002 1.2 0.07
1.08 1.01 0.03
1.1500000000000001 1.01 0.2
1.1700000000000002 1.2 0.07
1.23 1.23 0.21999999999999997
1.18 1.4000000000000001 0.25
1.1600000000000001 1.33 0.48
1.08 1.12 0.55
path  4
1.1600000000000001 1.33 0.48
0.96 1.2 0.63
0.8 1.19 0.62
0.8599999999999999 0.99 0.66
path  17
0.34 0.7000000000000001 0.8300000000000001
0.36 0.74 0.8699999999999999
0.14 0.8599999999999999 0.9099999999999999
-0.03 1.05 1.09
-0.05 0.8999999999999999 0.94
-0.45999999999999996 0.74 1.08
-0.5700000000000001 0.71 1.06
-0.79 0.7000000000000001 0.8500000000000001
-0.59 0.7000000000000001 0.8400000000000001
-0.36 0.6900000000000001 0.8999999999999999
-0.5700000000000001 0.71 1.06
-0.59 0.7000000000000001 0.8400000000000001
-0.73 0.6900000000000001 0.63
-1.1 0.67 0.3
-1.31 0.67 -0.15
-1.34 0.79 -0.12
-0.9299999999999999 0.8500000000000001 -0.24
path  4
0.34 0.7000000000000001 0.8300000000000001
0.53 0.8 0.62
0.67 0.97 0.63
0.36 0.74 0.8699999999999999
path  21
0.34 0.7000000000000001 0.8300000000000001
0.42999999999999994 0.7000000000000001 0.47
0.78 0.81 0.51
0.63 0.79 0.53
0.67 0.97 0.63
0.8 1.19 0.62
0.77 1.54 0.7000000000000001
0.66 1.6900000000000002 0.8400000000000001
0.52 1.56 0.94
0.39 1.3 0.98
0.18 1.18 1.05
0.25 1.32 1.07
0.29000000000000004 1.55 1.09
0.52 1.56 0.94
0.47 1.6900000000000002 0.98
0.29000000000000004 1.55 1.09
0.37 1.8599999999999999 0.96
0.16 1.56 1.12
0.25 1.32 1.07
0.02 1.26 1.1400000000000001
0.0 1.1500000000000001 1.09
path  3
0.34 0.7000000000000001 0.8300000000000001
-0.22999999999999998 0.71 0.99
-0.5700000000000001 0.71 1.06
path  51
0.34 0.7000000000000001 0.8300000000000001
-0.36 0.6900000000000001 0.8999999999999999
-0.61 0.77 0.71
-0.51 0.76 0.26
-0.75 0.77 -0.14
-0.67 0.67 0.18
-0.8999999999999999 0.71 0.18
-0.72 0.71 0.28
-0.61 0.68 0.34
-0.67 0.67 0.18
-0.8500000000000001 0.68 -0.10999999999999999
-0.75 0.77 -0.14
-0.59 0.77 -0.36
0.10999999999999999 0.79 -0.15
0.04 0.68 0.09
0.24 0.6900000000000001 -0.21999999999999997
0.41000000000000003 0.6900000000000001 0.01
0.44999999999999996 0.9199999999999999 -0.4
0.65 1.0 -0.15
0.48 0.8 -0.10999999999999999
0.75 0.81 -0.03
0.67 0.7000000000000001 0.19
0.41000000000000003 0.6900000000000001 0.01
0.44999999999999996 0.71 0.36
0.35000000000000003 0.72 0.10999999999999999
0.04 0.68 0.09
0.41000000000000003 0.6900000000000001 0.01
0.35000000000000003 0.72 0.10999999999999999
0.04 0.68 0.3
0.04 0.68 0.09
-0.06 0.77 0.12
0.10999999999999999 0.79 -0.15
0.24 0.6900000000000001 -0.21999999999999997
0.33 0.7000000000000001 -0.35000000000000003
0.22999999999999998 0.73 -0.44999999999999996
0.44999999999999996 0.9199999999999999 -0.4
0.25 0.94 -0.52
0.07 0.99 -0.59
-0.2 0.94 -0.6
-0.44999999999999996 0.9299999999999999 -0.55
-0.5700000000000001 0.99 -0.47
-0.53 1.09 -0.54
-0.72 1.58 -0.42000000000000004
-0.8500000000000001 1.6400000000000001 -0.41000000000000003
-0.73 1.46 -0.35000000000000003
-0.77 1.2 -0.24
-0.8300000000000001 0.99 -0.21000000000000002
-0.77 0.9199999999999999 -0.44999999999999996
-0.66 1.03 -0.21000000000000002
-0.5700000000000001 0.99 -0.47
-0.77 0.9199999999999999 -0.44999999999999996
path  40
